Date,1990_gro,1990_bench,1995_gro,1995_bench,2000_gro,2000_bench,2005_gro,2005_bench,2010_gro,2010_bench,2015_gro,2015_bench,2020_gro,2020_bench
2002-12-23,,,,,1617635.647440111,674669.4786302992,,,,,,,,
2002-12-27,6635445.162053167,2485627.048274255,2846244.7590115545,2140261.508664558,1670996.2876998181,687349.080506454,,,,,,,,
2002-12-30,,,,,1670996.2876998181,687349.080506454,,,,,,,,
2003-01-03,6850411.1204576455,2625879.723360434,2933394.845273807,2237501.85017538,1670477.338282659,700481.545825741,,,,,,,,
2003-01-06,,,,,1670477.338282659,700481.545825741,,,,,,,,
2003-01-10,6838091.702552081,2618106.750880769,2984480.01591195,2279385.2311829994,1641862.917303382,694519.2342113206,,,,,,,,
2003-01-13,,,,,1641862.917303382,694519.2342113206,,,,,,,,
2003-01-17,6670730.259542406,2548913.218340289,2868300.247679471,2220601.430343335,1589504.2823266021,669537.4534905663,,,,,,,,
2003-01-20,,,,,1589504.2823266021,669537.4534905663,,,,,,,,
2003-01-24,6267579.87252512,2395432.205545575,2742631.953163159,2115767.768281167,1521860.0169456627,637234.0195155109,,,,,,,,
2003-01-27,,,,,1521860.0169456627,637234.0195155109,,,,,,,,
2003-01-31,6383790.405572481,2431724.9965949254,2783324.4895435013,2107929.9090459524,1526359.9773014379,637385.0771176018,,,,,,,,
2003-02-03,,,,,1526359.9773014379,637385.0771176018,,,,,,,,
2003-02-07,6245582.081491636,2362898.754945984,2717650.3455433757,2043266.422959845,1492759.6269045665,621535.2101658495,,,,,,,,
2003-02-10,,,,,1492759.6269045665,621535.2101658495,,,,,,,,
2003-02-14,6281034.451782829,2359846.2208760446,2748901.9021209055,2061145.8580740506,1515909.5229651453,636479.1734523998,,,,,,,,
2003-02-17,,,,,1515909.5229651453,636479.1734523998,,,,,,,,
2003-02-21,6211071.48035982,2353316.9308938477,2746701.071627794,2086374.361904631,1528609.0701859132,636554.3928903047,,,,,,,,
2003-02-24,,,,,1528609.0701859132,636554.3928903047,,,,,,,,
2003-02-28,6247750.692471054,2359620.0497352234,2741405.4555564756,2079516.952196058,1493766.1994583202,624554.1524709497,,,,,,,,
2003-03-03,,,,,1493766.1994583202,624554.1524709497,,,,,,,,
2003-03-07,6028449.902672923,2282370.7876595436,2639020.471011352,2040816.0162654805,1541830.2050833793,632931.7947083876,,,,,,,,
2003-03-10,,,,,1541830.2050833793,632931.7947083876,,,,,,,,
2003-03-14,6479986.0728756115,2438706.456340732,2849760.8031987795,2060656.7807063137,1614101.2097928196,665310.8458739575,,,,,,,,
2003-03-17,,,,,1614101.2097928196,665310.8458739575,,,,,,,,
