Date,2000_def,2000_gro,2000_spy,2015_gro,2015_def,2015_spy,2020_gro,2020_def,2020_spy
2000-04-07,1073710.0329265294,1127487.8037337745,1049849.185468948,,,,,,
2000-04-10,1073710.0329265294,1127487.8037337745,1049849.185468948,,,,,,
2000-04-14,1064744.956925742,1102288.9151324327,1046664.6012994136,,,,,,
2000-04-17,1064744.956925742,1102288.9151324327,1046664.6012994136,,,,,,
2000-04-21,1074976.3641588418,1112353.5274761498,1062584.9588524927,,,,,,
2000-04-24,1074976.3641588418,1112353.5274761498,1062584.9588524927,,,,,,
2000-04-28,1052988.622490341,1097712.334440754,1032108.8003648717,,,,,,
2000-05-01,1052988.622490341,1097712.334440754,1032108.8003648717,,,,,,
2000-05-05,1105969.7980837517,1133591.6510739787,1028242.114665006,,,,,,
2000-05-08,1105969.7980837517,1133591.6510739787,1028242.114665006,,,,,,
2000-05-12,1121441.3932843232,1134937.0970407214,1043480.2822982854,,,,,,
2000-05-15,1121441.3932843232,1134937.0970407214,1043480.2822982854,,,,,,
2000-05-19,1127583.3569360236,1119106.7862407113,1003224.3594304713,,,,,,
2000-05-22,1127583.3569360236,1119106.7862407113,1003224.3594304713,,,,,,
2000-05-26,1126897.8024893655,1136461.8358410692,1057581.6729739918,,,,,,
2000-05-29,1126897.8024893655,1136461.8358410692,1057581.6729739918,,,,,,
2000-06-02,1111390.5745972663,1093043.0789804107,1069180.7577894323,,,,,,
2000-06-05,1111390.5745972663,1093043.0789804107,1069180.7577894323,,,,,,
2000-06-09,1146086.3141405892,1111257.2090903404,1078278.3322498258,,,,,,
2000-06-12,1146086.3141405892,1111257.2090903404,1078278.3322498258,,,,,,
2000-06-16,1097345.452905518,1068096.7412367996,1062351.4338760595,,,,,,
2000-06-19,1097345.452905518,1068096.7412367996,1062351.4338760595,,,,,,
2000-06-23,1115662.4029607354,1090587.0211034992,1051864.288577473,,,,,,
2000-06-26,1115662.4029607354,1090587.0211034992,1051864.288577473,,,,,,
2000-06-30,1130301.6487619663,1117725.1982818674,1063263.171246199,,,,,,
2000-07-03,1130301.6487619663,1117725.1982818674,1063263.171246199,,,,,,
2000-07-07,1103797.4495377396,1130974.7320240736,1092671.4965618704,,,,,,
2000-07-10,1103797.4495377396,1130974.7320240736,1092671.4965618704,,,,,,
2000-07-14,1102304.7857925484,1123715.3350888735,1098827.38111285,,,,,,
2000-07-17,1102304.7857925484,1123715.3350888735,1098827.38111285,,,,,,
2000-07-21,1096964.6555466105,1122310.6393120345,1060527.4287989684,,,,,,
2000-07-24,1096964.6555466105,1122310.6393120345,1060527.4287989684,,,,,,
2000-07-28,1120599.270977385,1109753.70373468,1062123.3890466886,,,,,,
2000-07-31,1120599.270977385,1109753.70373468,1062123.3890466886,,,,,,
2000-08-04,1105181.1822987555,1129748.9552476716,1070330.7931673173,,,,,,
2000-08-07,1105181.1822987555,1129748.9552476716,1070330.7931673173,,,,,,
2000-08-11,1107404.9014457227,1128517.127723773,1095634.930280597,,,,,,
2000-08-14,1107404.9014457227,1128517.127723773,1095634.930280597,,,,,,
2000-08-18,1107324.3471757686,1130663.997302684,1103842.2460117568,,,,,,
2000-08-21,1107324.3471757686,1130663.997302684,1103842.2460117568,,,,,,
2000-08-25,1111849.660643827,1112133.8751565164,1111365.162086398,,,,,,
2000-08-28,1111849.660643827,1112133.8751565164,1111365.162086398,,,,,,
2000-09-01,1114986.181618863,1130947.7187515108,1100422.1922974766,,,,,,
2000-09-04,1114986.181618863,1130947.7187515108,1100422.1922974766,,,,,,
2000-09-08,1104135.3360158205,1151216.8794616924,1091645.5599981085,,,,,,
2000-09-11,1104135.3360158205,1151216.8794616924,1091645.5599981085,,,,,,
2000-09-15,1107427.7457083736,1139920.7354795593,1043536.939947753,,,,,,
2000-09-18,1107427.7457083736,1139920.7354795593,1043536.939947753,,,,,,
2000-09-22,1153513.1537465327,1154197.1539989188,1060449.3808980635,,,,,,
2000-09-25,1153513.1537465327,1154197.1539989188,1060449.3808980635,,,,,,
2000-09-29,1175955.332629189,1168050.602481145,1054507.133693049,,,,,,
2000-10-02,1175955.332629189,1168050.602481145,1054507.133693049,,,,,,
2000-10-06,1187590.4717208676,1114566.9949740632,973602.3083793658,,,,,,
2000-10-09,1187590.4717208676,1114566.9949740632,973602.3083793658,,,,,,
2000-10-13,1189024.2637120655,1165711.1755654716,1018854.2691892433,,,,,,
2000-10-16,1189024.2637120655,1165711.1755654716,1018854.2691892433,,,,,,
2000-10-20,1222409.87503948,1162624.061266157,999656.4301349752,,,,,,
2000-10-23,1222409.87503948,1162624.061266157,999656.4301349752,,,,,,
2000-10-27,1245878.947552769,1278793.5470032326,1043651.4926992508,,,,,,
2000-10-30,1245878.947552769,1278793.5470032326,1043651.4926992508,,,,,,
2000-11-03,1272928.0663501231,1283085.764506131,1024110.7908957079,,,,,,
2000-11-06,1272928.0663501231,1283085.764506131,1024110.7908957079,,,,,,
2000-11-10,1277589.2420362877,1281990.5825712346,1004684.0231173817,,,,,,
2000-11-13,1277589.2420362877,1281990.5825712346,1004684.0231173817,,,,,,
2000-11-17,1293129.0142032732,1292548.3982448692,966403.074539281,,,,,,
2000-11-20,1293129.0142032732,1292548.3982448692,966403.074539281,,,,,,
2000-11-24,1312344.2271241562,1293661.8226355214,967431.7511765743,,,,,,
2000-11-27,1312344.2271241562,1293661.8226355214,967431.7511765743,,,,,,
2000-12-01,1276304.5145048944,1320100.6473681352,977487.2906992623,,,,,,
2000-12-04,1276304.5145048944,1320100.6473681352,977487.2906992623,,,,,,
2000-12-08,1258753.805524909,1313399.0418814963,982972.7411297854,,,,,,
2000-12-11,1258753.805524909,1313399.0418814963,982972.7411297854,,,,,,
2000-12-15,1278263.3990765517,1295734.515460631,932573.0660494724,,,,,,
2000-12-18,1278263.3990765517,1295734.515460631,932573.0660494724,,,,,,
2000-12-22,1327018.5521675604,1378716.7199194492,980944.026043073,,,,,,
2000-12-25,1327018.5521675604,1378716.7199194492,980944.026043073,,,,,,
2000-12-29,1217382.1453072047,1345668.4448580644,979683.5038292528,,,,,,
2001-01-01,1217382.1453072047,1345668.4448580644,979683.5038292528,,,,,,
2001-01-05,1228774.3905980599,1361517.2919639563,970169.4381921173,,,,,,
2001-01-08,1228774.3905980599,1361517.2919639563,970169.4381921173,,,,,,
2001-01-12,1225601.4252817756,1364842.625354385,988739.0049025218,,,,,,
2001-01-15,1225601.4252817756,1364842.625354385,988739.0049025218,,,,,,
2001-01-19,1250373.900045992,1376179.2577360026,997908.2632220702,,,,,,
2001-01-22,1250373.900045992,1376179.2577360026,997908.2632220702,,,,,,
2001-01-26,1259126.57349219,1420345.882047569,1011837.2060442487,,,,,,
2001-01-29,1259126.57349219,1420345.882047569,1011837.2060442487,,,,,,
2001-02-02,1299173.1030247996,1384797.799594331,976552.2185093735,,,,,,
2001-02-05,1299173.1030247996,1384797.799594331,976552.2185093735,,,,,,
2001-02-09,1284432.1253390699,1392962.7418272689,978165.8566508434,,,,,,
2001-02-12,1284432.1253390699,1392962.7418272689,978165.8566508434,,,,,,
2001-02-16,1291128.1994825497,1366850.5672802716,922926.858156558,,,,,,
2001-02-19,1291128.1994825497,1366850.5672802716,922926.858156558,,,,,,
2001-02-23,1290398.2206376821,1357139.0674136134,914050.080589098,,,,,,
2001-02-26,1290398.2206376821,1357139.0674136134,914050.080589098,,,,,,
2001-03-02,1308039.6873839772,1414224.8794942407,932536.8263672857,,,,,,
2001-03-05,1308039.6873839772,1414224.8794942407,932536.8263672857,,,,,,
2001-03-09,1250829.0170646978,1310226.0144541326,863285.7989501983,,,,,,
2001-03-12,1250829.0170646978,1310226.0144541326,863285.7989501983,,,,,,
2001-03-16,1196818.3227839384,1260467.349159035,817357.7470938647,,,,,,
2001-03-19,1196818.3227839384,1260467.349159035,817357.7470938647,,,,,,
2001-03-23,1229634.2586521013,1298919.5081495335,849427.8328714246,,,,,,
2001-03-26,1229634.2586521013,1298919.5081495335,849427.8328714246,,,,,,
2001-03-30,1241652.3598793212,1325530.7404285534,846265.080900671,,,,,,
2001-04-02,1241652.3598793212,1325530.7404285534,846265.080900671,,,,,,
2001-04-06,1228744.1519079993,1302702.6633832296,874216.74777137,,,,,,
2001-04-09,1228744.1519079993,1302702.6633832296,874216.74777137,,,,,,
2001-04-13,1233678.7359366047,1375360.1128826842,924234.58034669,,,,,,
2001-04-16,1233678.7359366047,1375360.1128826842,924234.58034669,,,,,,
2001-04-20,1238758.3754159217,1390638.7625151232,910038.170992079,,,,,,
2001-04-23,1238758.3754159217,1390638.7625151232,910038.170992079,,,,,,
2001-04-27,1241624.136486709,1392063.4944626363,920998.0231695314,,,,,,
2001-04-30,1241624.136486709,1392063.4944626363,920998.0231695314,,,,,,
2001-05-04,1248698.2867724313,1413266.232481605,926955.8269210457,,,,,,
2001-05-07,1248698.2867724313,1413266.232481605,926955.8269210457,,,,,,
2001-05-11,1275097.2814111877,1472802.1654828638,949979.2505722113,,,,,,
2001-05-14,1275097.2814111877,1472802.1654828638,949979.2505722113,,,,,,
2001-05-18,1270968.8860551305,1485309.3819173803,953510.3214592395,,,,,,
2001-05-21,1270968.8860551305,1485309.3819173803,953510.3214592395,,,,,,
2001-05-25,1284350.7612183602,1478026.066609459,926441.5769918677,,,,,,
2001-05-28,1284350.7612183602,1478026.066609459,926441.5769918677,,,,,,
2001-06-01,1295614.8995452935,1501983.727863053,942917.8159139052,,,,,,
2001-06-04,1295614.8995452935,1501983.727863053,942917.8159139052,,,,,,
2001-06-08,1281371.8051399777,1476997.835575827,897386.6327722517,,,,,,
2001-06-11,1281371.8051399777,1476997.835575827,897386.6327722517,,,,,,
2001-06-15,1303542.9654368951,1514712.1589464487,913364.1783116108,,,,,,
2001-06-18,1303542.9654368951,1514712.1589464487,913364.1783116108,,,,,,
2001-06-22,1299805.1893880004,1461006.03735264,901045.51483109,,,,,,
2001-06-25,1299805.1893880004,1461006.03735264,901045.51483109,,,,,,
2001-06-29,1300007.803935599,1456608.3157527577,897578.4379194357,,,,,,
2001-07-02,1300007.803935599,1456608.3157527577,897578.4379194357,,,,,,
2001-07-06,1309925.4991896646,1496972.0294053094,893964.1925423155,,,,,,
2001-07-09,1309925.4991896646,1496972.0294053094,893964.1925423155,,,,,,
2001-07-13,1336232.5161484517,1540461.4930343668,900455.6919061322,,,,,,
2001-07-16,1336232.5161484517,1540461.4930343668,900455.6919061322,,,,,,
2001-07-20,1332070.4141215873,1522965.3062202206,887767.3836673056,,,,,,
2001-07-23,1332070.4141215873,1522965.3062202206,887767.3836673056,,,,,,
2001-07-27,1331362.5135893938,1520852.8001093024,904438.5213679331,,,,,,
2001-07-30,1331362.5135893938,1520852.8001093024,904438.5213679331,,,,,,
2001-08-03,1329229.9289866593,1511364.5263966862,876924.1171991322,,,,,,
2001-08-06,1329229.9289866593,1511364.5263966862,876924.1171991322,,,,,,
2001-08-10,1357544.1901050229,1534681.154357734,875227.658125445,,,,,,
2001-08-13,1357544.1901050229,1534681.154357734,875227.658125445,,,,,,
2001-08-17,1379369.7438804586,1521070.5474373908,860105.5458646324,,,,,,
2001-08-20,1379369.7438804586,1521070.5474373908,860105.5458646324,,,,,,
2001-08-24,1361820.9735625363,1509027.4556555622,835910.4314157385,,,,,,
2001-08-27,1361820.9735625363,1509027.4556555622,835910.4314157385,,,,,,
2001-08-31,1369140.3276943392,1493044.9548729546,817100.3569608696,,,,,,
2001-09-03,1369140.3276943392,1493044.9548729546,817100.3569608696,,,,,,
2001-09-07,1360647.446286987,1416432.355922351,811788.8570048433,,,,,,
2001-09-10,1360647.446286987,1416432.355922351,811788.8570048433,,,,,,
2001-09-14,1320946.2514020805,1312983.504965236,728139.2735181174,,,,,,
2001-09-17,1320946.2514020805,1312983.504965236,728139.2735181174,,,,,,
2001-09-21,1369677.1310114455,1389402.3255416458,757230.3690304515,,,,,,
2001-09-24,1369677.1310114455,1389402.3255416458,757230.3690304515,,,,,,
2001-09-28,1365509.2021009587,1463123.0663390267,795509.991766521,,,,,,
2001-10-01,1365509.2021009587,1463123.0663390267,795509.991766521,,,,,,
2001-10-05,1369123.8206721945,1493201.034126733,814465.0249501372,,,,,,
2001-10-08,1369123.8206721945,1493201.034126733,814465.0249501372,,,,,,
2001-10-12,1347127.807264356,1488329.9515708596,795362.1161853049,,,,,,
2001-10-15,1347127.807264356,1488329.9515708596,795362.1161853049,,,,,,
2001-10-19,1368917.6950481609,1510845.748975906,818685.2685249964,,,,,,
2001-10-22,1368917.6950481609,1510845.748975906,818685.2685249964,,,,,,
2001-10-26,1374495.8938055388,1475374.5764347014,803432.9585767174,,,,,,
2001-10-29,1374495.8938055388,1475374.5764347014,803432.9585767174,,,,,,
2001-11-02,1369035.9269384015,1506813.8701775295,833715.6325172482,,,,,,
2001-11-05,1369035.9269384015,1506813.8701775295,833715.6325172482,,,,,,
2001-11-09,1380340.483389466,1583696.9178890833,850523.8622839043,,,,,,
2001-11-12,1380340.483389466,1583696.9178890833,850523.8622839043,,,,,,
2001-11-16,1392649.5853167595,1568096.1069983656,844377.9657428936,,,,,,
2001-11-19,1392649.5853167595,1568096.1069983656,844377.9657428936,,,,,,
2001-11-23,1395064.20018028,1569494.857116727,850523.8622839043,,,,,,
2001-11-26,1395064.20018028,1569494.857116727,850523.8622839043,,,,,,
2001-11-30,1391457.1914661964,1653763.7386403228,868811.6433679393,,,,,,
2001-12-03,1391457.1914661964,1653763.7386403228,868811.6433679393,,,,,,
2001-12-07,1381871.7915910115,1596373.1639885628,829717.3348984162,,,,,,
2001-12-10,1381871.7915910115,1596373.1639885628,829717.3348984162,,,,,,
2001-12-14,1404314.9981601741,1647047.1451895891,848894.4024275283,,,,,,
2001-12-17,1404314.9981601741,1647047.1451895891,848894.4024275283,,,,,,
2001-12-21,1421048.5770967184,1690768.418408959,862290.445142623,,,,,,
2001-12-24,1421048.5770967184,1690768.418408959,862290.445142623,,,,,,
2001-12-28,1405690.5082045048,1641452.5761892605,868085.2587137653,,,,,,
2001-12-31,1405690.5082045048,1641452.5761892605,868085.2587137653,,,,,,
2002-01-04,1390582.3174684756,1624290.6276885348,862439.381397464,,,,,,
2002-01-07,1390582.3174684756,1624290.6276885348,862439.381397464,,,,,,
2002-01-11,1410925.2269680942,1615158.8373089705,844533.4428184219,,,,,,
2002-01-14,1410925.2269680942,1615158.8373089705,844533.4428184219,,,,,,
2002-01-18,1417638.8904548842,1670119.6274243149,843864.953266278,,,,,,
2002-01-21,1417638.8904548842,1670119.6274243149,843864.953266278,,,,,,
2002-01-25,1444310.366528803,1735275.5399465547,840892.5038217396,,,,,,
2002-01-28,1444310.366528803,1735275.5399465547,840892.5038217396,,,,,,
2002-02-01,1417282.0222324037,1666853.8996015626,802555.5163204526,,,,,,
2002-02-04,1417282.0222324037,1666853.8996015626,802555.5163204526,,,,,,
2002-02-08,1440119.004791794,1736633.5242401506,832571.6960127068,,,,,,
2002-02-11,1440119.004791794,1736633.5242401506,832571.6960127068,,,,,,
2002-02-15,1450706.9163736387,1716169.65610324,804636.0276358513,,,,,,
2002-02-18,1450706.9163736387,1716169.65610324,804636.0276358513,,,,,,
2002-02-22,1457574.7145713626,1724329.5208865623,825809.9016534575,,,,,,
2002-02-25,1457574.7145713626,1724329.5208865623,825809.9016534575,,,,,,
2002-03-01,1450334.3317627555,1733438.1235632836,865559.0876969373,,,,,,
2002-03-04,1450334.3317627555,1733438.1235632836,865559.0876969373,,,,,,
2002-03-08,1471239.9760353512,1747014.2640392291,860952.4937541791,,,,,,
2002-03-11,1471239.9760353512,1747014.2640392291,860952.4937541791,,,,,,
2002-03-15,1464606.0481902095,1775163.1502959875,859023.2168198087,,,,,,
2002-03-18,1464606.0481902095,1775163.1502959875,859023.2168198087,,,,,,
2002-03-22,1475571.3971952496,1760803.3439579112,853285.8564033529,,,,,,
2002-03-25,1475571.3971952496,1760803.3439579112,853285.8564033529,,,,,,
2002-03-29,1458106.2681700513,1711646.9781975728,839501.2535836404,,,,,,
2002-04-01,1458106.2681700513,1711646.9781975728,839501.2535836404,,,,,,
2002-04-05,1476317.7753721345,1760554.8715383129,824003.4860806474,,,,,,
2002-04-08,1476317.7753721345,1760554.8715383129,824003.4860806474,,,,,,
2002-04-12,1482481.710481475,1778761.2768721702,838011.5374773557,,,,,,
2002-04-15,1482481.710481475,1778761.2768721702,838011.5374773557,,,,,,
2002-04-19,1479083.58830309,1797162.9192797851,815658.4595571776,,,,,,
2002-04-22,1479083.58830309,1797162.9192797851,815658.4595571776,,,,,,
2002-04-26,1500100.474723442,1807369.9785213436,810368.526631526,,,,,,
2002-04-29,1500100.474723442,1807369.9785213436,810368.526631526,,,,,,
2002-05-03,1477435.1462745366,1790279.685017064,802842.9588728221,,,,,,
2002-05-06,1477435.1462745366,1790279.685017064,802842.9588728221,,,,,,
2002-05-10,1479700.0471965407,1803531.7959966562,822289.9678394918,,,,,,
2002-05-13,1479700.0471965407,1803531.7959966562,822289.9678394918,,,,,,
2002-05-17,1479677.371617081,1822733.1287172458,820352.9126318716,,,,,,
2002-05-20,1479677.371617081,1822733.1287172458,820352.9126318716,,,,,,
2002-05-24,1467340.8677261176,1797126.2197461957,797254.5347112074,,,,,,
2002-05-27,1467340.8677261176,1797126.2197461957,797254.5347112074,,,,,,
2002-05-31,1449271.2592453575,1772924.9280062686,770878.321731479,,,,,,
2002-06-03,1449271.2592453575,1772924.9280062686,770878.321731479,,,,,,
2002-06-07,1438899.8563349426,1757203.1525291586,756646.8217577749,,,,,,
2002-06-10,1438899.8563349426,1757203.1525291586,756646.8217577749,,,,,,
2002-06-14,1450955.207925815,1769142.177294771,754113.2260255719,,,,,,
2002-06-17,1450955.207925815,1769142.177294771,754113.2260255719,,,,,,
2002-06-21,1421133.1782277515,1728891.0227846848,743443.5564740204,,,,,,
2002-06-24,1421133.1782277515,1728891.0227846848,743443.5564740204,,,,,,
2002-06-28,1373558.3101407036,1658210.3370625393,714133.5202475965,,,,,,
2002-07-01,1373558.3101407036,1658210.3370625393,714133.5202475965,,,,,,
2002-07-05,1321631.3886649944,1615470.4837822274,694394.5608656511,,,,,,
2002-07-08,1321631.3886649944,1615470.4837822274,694394.5608656511,,,,,,
2002-07-12,1250901.3764459905,1541486.723908875,656485.8645351841,,,,,,
2002-07-15,1250901.3764459905,1541486.723908875,656485.8645351841,,,,,,
2002-07-19,1298410.7609793071,1517027.7133224434,628072.4068850093,,,,,,
2002-07-22,1298410.7609793071,1517027.7133224434,628072.4068850093,,,,,,
2002-07-26,1328610.8957555064,1545487.4657186968,663813.0863260167,,,,,,
2002-07-29,1328610.8957555064,1545487.4657186968,663813.0863260167,,,,,,
2002-08-02,1354075.7723897744,1559618.2422469743,680038.1665726055,,,,,,
2002-08-05,1354075.7723897744,1559618.2422469743,680038.1665726055,,,,,,
2002-08-09,1352665.0983758834,1637621.7386922184,699104.9240447198,,,,,,
2002-08-12,1352665.0983758834,1637621.7386922184,699104.9240447198,,,,,,
2002-08-16,1374642.020706285,1704859.9051323424,722881.9121116995,,,,,,
2002-08-19,1374642.020706285,1704859.9051323424,722881.9121116995,,,,,,
2002-08-23,1336450.549417551,1629281.8745237468,688935.9366388932,,,,,,
2002-08-26,1336450.549417551,1629281.8745237468,688935.9366388932,,,,,,
2002-08-30,1319751.4897352685,1620386.0976298081,663813.0863260167,,,,,,
2002-09-02,1319751.4897352685,1620386.0976298081,663813.0863260167,,,,,,
2002-09-06,1333610.4917380374,1666484.4242560705,668822.8688304703,,,,,,
2002-09-09,1333610.4917380374,1666484.4242560705,668822.8688304703,,,,,,
2002-09-13,1301319.7166794303,1642876.618527516,633306.8754190214,,,,,,
2002-09-16,1301319.7166794303,1642876.618527516,633306.8754190214,,,,,,
2002-09-20,1325238.029904662,1672495.2892059307,643881.3053179965,,,,,,
2002-09-23,1325238.029904662,1672495.2892059307,643881.3053179965,,,,,,
2002-09-27,1323722.5639630556,1586696.6844673068,618195.6792575992,,,,,,
2002-09-30,1323722.5639630556,1586696.6844673068,618195.6792575992,,,,,,
2002-10-04,1314443.0541798945,1579792.9357902217,605577.4196727556,,,,,,
2002-10-07,1314443.0541798945,1579792.9357902217,605577.4196727556,,,,,,
2002-10-11,1363758.6887741927,1702362.3714805401,662958.7137210949,,,,,,
2002-10-14,1363758.6887741927,1702362.3714805401,662958.7137210949,,,,,,
2002-10-18,1354887.7586665445,1712356.6802356404,663634.4512096761,,,,,,
2002-10-21,1354887.7586665445,1712356.6802356404,663634.4512096761,,,,,,
2002-10-25,1346848.260970647,1725001.062923803,664836.327010982,,,,,,
2002-10-28,1346848.260970647,1725001.062923803,664836.327010982,,,,,,
2002-11-01,1373251.1516879254,1704852.885375012,681659.538792591,,,,,,
2002-11-04,1373251.1516879254,1704852.885375012,681659.538792591,,,,,,
2002-11-08,1346163.3801344952,1726144.0049104972,681434.4550104233,,,,,,
2002-11-11,1346163.3801344952,1726144.0049104972,681434.4550104233,,,,,,
2002-11-15,1348225.2150960558,1716164.3936910462,706670.0018959541,,,,,,
2002-11-18,1348225.2150960558,1716164.3936910462,706670.0018959541,,,,,,
2002-11-22,1322753.0038099925,1721532.9267761603,708096.8288952244,,,,,,
2002-11-25,1322753.0038099925,1721532.9267761603,708096.8288952244,,,,,,
2002-11-29,1321149.7755936799,1689488.4003450512,686691.8606115757,,,,,,
2002-12-02,1321149.7755936799,1689488.4003450512,686691.8606115757,,,,,,
2002-12-06,1319875.4912790537,1659644.61802047,681735.0233989022,,,,,,
2002-12-09,1319875.4912790537,1659644.61802047,681735.0233989022,,,,,,
2002-12-13,1301367.3754731817,1618173.8643933313,669642.636958377,,,,,,
2002-12-16,1301367.3754731817,1618173.8643933313,669642.636958377,,,,,,
2002-12-20,1305633.704249222,1617635.647440111,674669.4786302992,,,,,,
2002-12-23,1305633.704249222,1617635.647440111,674669.4786302992,,,,,,
2002-12-27,1340270.5504539665,1670996.2876998181,687349.080506454,,,,,,
2002-12-30,1340270.5504539665,1670996.2876998181,687349.080506454,,,,,,
2003-01-03,1325069.6790140183,1670477.338282659,700481.545825741,,,,,,
2003-01-06,1325069.6790140183,1670477.338282659,700481.545825741,,,,,,
2003-01-10,1315484.4355354256,1641862.917303382,694519.2342113206,,,,,,
2003-01-13,1315484.4355354256,1641862.917303382,694519.2342113206,,,,,,
2003-01-17,1287329.404395233,1589504.2823266021,669537.4534905663,,,,,,
2003-01-20,1287329.404395233,1589504.2823266021,669537.4534905663,,,,,,
2003-01-24,1260599.1530429735,1521860.0169456627,637234.0195155109,,,,,,
2003-01-27,1260599.1530429735,1521860.0169456627,637234.0195155109,,,,,,
2003-01-31,1261254.6093050363,1526359.9773014379,637385.0771176018,,,,,,
2003-02-03,1261254.6093050363,1526359.9773014379,637385.0771176018,,,,,,
2003-02-07,1236694.8489034614,1492759.6269045665,621535.2101658495,,,,,,
2003-02-10,1236694.8489034614,1492759.6269045665,621535.2101658495,,,,,,
2003-02-14,1247504.0443677257,1515909.5229651453,636479.1734523998,,,,,,
2003-02-17,1247504.0443677257,1515909.5229651453,636479.1734523998,,,,,,
2003-02-21,1245791.6317888994,1528609.0701859132,636554.3928903047,,,,,,
2003-02-24,1245791.6317888994,1528609.0701859132,636554.3928903047,,,,,,
2003-02-28,1224530.6183157137,1493766.1994583202,624554.1524709497,,,,,,
2003-03-03,1224530.6183157137,1493766.1994583202,624554.1524709497,,,,,,
2003-03-07,1240721.5624676342,1541830.2050833793,632931.7947083876,,,,,,
2003-03-10,1240721.5624676342,1541830.2050833793,632931.7947083876,,,,,,
2003-03-14,1294064.4045398764,1614101.2097928196,665310.8458739575,,,,,,
2003-03-17,1294064.4045398764,1614101.2097928196,665310.8458739575,,,,,,
2003-03-21,1300490.0873094816,1609368.7654781525,660415.1741736579,,,,,,
2003-03-24,1300490.0873094816,1609368.7654781525,660415.1741736579,,,,,,
2003-03-28,1312435.6418107946,1640304.6478696042,664582.9144040805,,,,,,
2003-03-31,1312435.6418107946,1640304.6478696042,664582.9144040805,,,,,,
2003-04-04,1312006.3829916385,1646425.9941503392,663143.3151265759,,,,,,
2003-04-07,1312006.3829916385,1646425.9941503392,663143.3151265759,,,,,,
2003-04-11,1322578.6535355023,1666609.527826955,678677.8084538339,,,,,,
2003-04-14,1322578.6535355023,1666609.527826955,678677.8084538339,,,,,,
2003-04-18,1340978.0713043858,1668740.211039431,692318.1154658147,,,,,,
2003-04-21,1340978.0713043858,1668740.211039431,692318.1154658147,,,,,,
2003-04-25,1347599.7624247083,1680409.986143652,696410.2827004574,,,,,,
2003-04-28,1347599.7624247083,1680409.986143652,696410.2827004574,,,,,,
2003-05-02,1356220.6827535518,1718766.3090989941,700578.4206834893,,,,,,
2003-05-05,1356220.6827535518,1718766.3090989941,700578.4206834893,,,,,,
2003-05-09,1380616.4148312828,1732784.5633129783,720735.5948368176,,,,,,
2003-05-12,1380616.4148312828,1732784.5633129783,720735.5948368176,,,,,,
2003-05-16,1378767.085217652,1703173.214829078,709065.6216674407,,,,,,
2003-05-19,1378767.085217652,1703173.214829078,709065.6216674407,,,,,,
2003-05-23,1389786.0684455715,1710960.1388742556,723084.6775530083,,,,,,
2003-05-26,1389786.0684455715,1710960.1388742556,723084.6775530083,,,,,,
2003-05-30,1424947.5702262816,1800092.0308214382,755139.6045366778,,,,,,
2003-06-02,1424947.5702262816,1800092.0308214382,755139.6045366778,,,,,,
2003-06-06,1457764.4608621658,1810088.6764172874,762414.1462041364,,,,,,
2003-06-09,1457764.4608621658,1810088.6764172874,762414.1462041364,,,,,,
2003-06-13,1447076.0806251827,1784681.1104503907,757942.8765380321,,,,,,
